,sitecode,nodename,model,loopback_id,router_id,menagement_ip,node_type,region,vendor
0,MC34M,RAC_MC34M21C,CISCO_ASR920CC,,,10.122.35.124,RAC,BKK,Cisco
1,TLNTM,RAC_TLNTM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.72.166,10.124.37.100,RAC,BKK,Cisco
2,ETNTM,RAC_ETNTM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.249,10.124.47.148,RAC,BKK,Cisco
3,BKESM,RAC_BKESM51C,ciscoNCS540,Loopback0,10.64.2.148,10.124.209.148,RAC,BKK,Cisco
4,MKKSM,RAC_MKKSM21C,CISCO_ASR920CC,,,10.122.22.244,RAC,BKK,Cisco
5,LB44M,RAC_LB44M21C,CISCO_ASR920CC,,,10.122.24.44,RAC,BKK,Cisco
6,HAAWM,RAC_HAAWM21C,CISCO_ASR920CC,,,10.122.26.104,RAC,BKK,Cisco
7,PS39M,RAC_PS39M01C,CISCO_MWR_2941_DC_A,,,10.124.35.181,RAC,BKK,Cisco
8,PCFCP,RAC_PCFCP01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.26,10.124.45.244,RAC,BKK,Cisco
9,KTNCM,RAC_KTNCM21C,CISCO_ASR920CC,,,10.122.12.244,RAC,BKK,Cisco
10,PRS2M,RAC_PRS2M51C,ciscoNCS540,Loopback0,10.64.9.89,10.124.216.89,RAC,BKK,Cisco
11,ST45M,RAC_ST45M21C,CISCO_ASR920CC,,,10.122.67.87,RAC,BKK,Cisco
12,R245M,RAC_R245M21C,CISCO_ASR920CC,,,10.122.21.105,RAC,BKK,Cisco
13,FS4VM,RAC_FS4VM21C,CISCO_ASR920CC,,,10.122.44.13,RAC,BKK,Cisco
14,RPR8M,RAC_RPR8M21C,CISCO_ASR920CC,,,10.122.18.164,RAC,BKK,Cisco
15,CHVLM,RAC_CHVLM51C,ciscoNCS540,Loopback0,10.64.2.157,10.124.209.157,RAC,BKK,Cisco
16,LTRSP,RAC_LTRSP21C,CISCO_ASR920CC,,,10.122.11.253,RAC,BKK,Cisco
17,MPS2M,RAC_MPS2M51C,ciscoNCS540,Loopback0,10.64.2.194,10.124.209.194,RAC,BKK,Cisco
18,STSYM,RAC_STSYM21C,CISCO_ASR920CC,,,10.122.41.20,RAC,BKK,Cisco
19,ASPBM,RAC_ASPBM21C,CISCO_ASR920CC,,,10.122.23.36,RAC,BKK,Cisco
20,P316M,RAC_P316M51C,ciscoNCS540,Loopback0,10.64.3.93,10.124.210.93,RAC,BKK,Cisco
21,SNRMM,RAC_SNRMM21C,CISCO_ASR920CC,,,10.122.15.244,RAC,BKK,Cisco
22,MNCKM,RAC_MNCKM21C,CISCO_ASR920CC,,,10.122.27.106,RAC,BKK,Cisco
23,AVNHP,RAC_AVNHP21C,CISCO_ASR920CC,,,10.122.30.156,RAC,BKK,Cisco
24,A253P,RAC_A253P21C,CISCO_ASR920CC,,,10.122.21.245,RAC,BKK,Cisco
25,MNSCM,RAC_MNSCM21C,CISCO_ASR920CC,,,10.122.22.41,RAC,BKK,Cisco
26,WKBNM,RAC_WKBNM51C,ciscoNCS540,Loopback0,10.64.2.104,10.124.209.104,RAC,BKK,Cisco
27,NALGM,RAC_NALGM21C,CISCO_ASR920CC,,,10.125.198.4,RAC,BKK,Cisco
28,PPPVM,RAC_PPPVM51C,ciscoNCS540,Loopback0,10.64.3.74,10.124.210.74,RAC,BKK,Cisco
29,SGLAP,RAC_SGLAP21C,CISCO_ASR920CC,,,10.122.12.219,RAC,BKK,Cisco
30,RKO6M,RAC_RKO6M21C,CISCO_ASR920CC,,,10.122.12.253,RAC,BKK,Cisco
31,TT26M,RAC_TT26M51C,ciscoNCS540,Loopback0,10.64.4.76,10.124.211.76,RAC,BKK,Cisco
32,NBKRM,RAC_NBKRM21C,CISCO_ASR920CC,,,10.122.47.92,RAC,BKK,Cisco
33,BN28M,RAC_BN28M21C,CISCO_ASR920CC,,,10.122.41.25,RAC,BKK,Cisco
34,SBUTM,RAC_SBUTM21C,CISCO_ASR920CC,,,10.122.42.73,RAC,BKK,Cisco
35,EMPSP,RAC_EMPSP21C,CISCO_ASR920CC,,,10.122.66.181,RAC,BKK,Cisco
36,RMDTM,RAC_RMDTM21C,CISCO_ASR920CC,,,10.122.13.201,RAC,BKK,Cisco
37,AUSEP,RAC_AUSEP21C,CISCO_ASR920CC,,,10.122.31.135,RAC,BKK,Cisco
38,MNRLP,RAC_MNRLP21C,CISCO_ASR920CC,,,10.122.31.125,RAC,BKK,Cisco
39,TCCTM,RAC_TCCTM21C,CISCO_ASR920CC,,,10.122.14.38,RAC,BKK,Cisco
40,KSRIM,RAC_KSRIM51C,ciscoNCS540,Loopback0,10.64.3.61,10.124.210.61,RAC,BKK,Cisco
41,SPLGP,RAC_SPLGP21C,CISCO_ASR920CC,,,10.122.30.90,RAC,BKK,Cisco
42,PNTPM,RAC_PNTPM51C,ciscoNCS540,Loopback0,10.64.2.237,10.124.209.237,RAC,BKK,Cisco
43,RLK8M,RAC_RLK8M51C,ciscoNCS540,Loopback0,10.64.2.89,10.124.209.89,RAC,BKK,Cisco
44,TGVHM,RAC_TGVHM21C,CISCO_ASR920CC,,,10.122.19.233,RAC,BKK,Cisco
45,KSPOM,RAC_KSPOM21C,CISCO_ASR920CC,,,10.122.43.183,RAC,BKK,Cisco
46,LWGFM,RAC_LWGFM21C,CISCO_ASR920CC,,,10.122.26.229,RAC,BKK,Cisco
47,MTI1M,RAC_MTI1M21C,CISCO_ASR920CC,,,10.122.8.5,RAC,BKK,Cisco
48,ITFFM,RAC_ITFFM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,,10.124.34.116,RAC,BKK,Cisco
49,PKRPM,RAC_PKRPM21C,CISCO_ASR920CC,,,10.122.32.119,RAC,BKK,Cisco
50,BPSKM,RAC_BPSKM21C,CISCO_ASR920CC,,,10.122.29.13,RAC,BKK,Cisco
51,OCT1P,RAC_OCT1P21C,CISCO_ASR920CC,,,10.122.25.183,RAC,BKK,Cisco
52,SRS1B,RAC_SRS1B21C,CISCO_ASR920CC,,,10.122.46.182,RAC,BKK,Cisco
53,SV93M,RAC_SV93M21C,CISCO_ASR920CC,,,10.122.9.28,RAC,BKK,Cisco
54,LSE2M,RAC_LSE2M21C,CISCO_ASR920CC,,,10.122.19.11,RAC,BKK,Cisco
55,KSI2M,RAC_KSI2M21C,CISCO_ASR920CC,,,10.122.46.234,RAC,BKK,Cisco
56,NWN5M,RAC_NWN5M21C,CISCO_ASR920CC,,,10.122.28.247,RAC,BKK,Cisco
57,SK85M,RAC_SK85M21C,CISCO_ASR920CC,,,10.122.9.43,RAC,BKK,Cisco
58,CKPAM,RAC_CKPAM51C,ciscoNCS540,Loopback0,10.64.12.87,10.124.209.10,RAC,BKK,Cisco
59,CHYHP,RAC_CHYHP21C,CISCO_ASR920CC,,,10.122.21.27,RAC,BKK,Cisco
60,TLC1M,RAC_TLC1M51C,ciscoNCS540,Loopback0,10.64.3.91,10.124.210.91,RAC,BKK,Cisco
61,CFR2P,RAC_CFR2P21C,CISCO_ASR920CC,,,10.122.21.123,RAC,BKK,Cisco
62,PTB9M,RAC_PTB9M51C,ciscoNCS540,Loopback0,10.64.7.244,10.124.214.244,RAC,BKK,Cisco
63,LPHLP,RAC_LPHLP21C,CISCO_ASR920CC,,,10.122.45.198,RAC,BKK,Cisco
64,PORTP,RAC_PORTP21C,CISCO_ASR920CC,,,10.122.24.205,RAC,BKK,Cisco
65,WCLHM,RAC_WCLHM21C,CISCO_ASR920CC,,,10.122.48.165,RAC,BKK,Cisco
66,MKYSM,RAC_MKYSM21C,CISCO_ASR920CC,,,10.122.43.23,RAC,BKK,Cisco
67,KKL3M,RAC_KKL3M21C,CISCO_ASR920CC,,,10.122.27.234,RAC,BKK,Cisco
68,TGKUM,RAC_TGKUM21C,CISCO_ASR920CC,,,10.122.16.9,RAC,BKK,Cisco
69,GTWRP,RAC_GTWRP01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.117,10.124.55.148,RAC,BKK,Cisco
70,UYENM,RAC_UYENM21C,CISCO_ASR920CC,,,10.125.194.213,RAC,BKK,Cisco
71,SPCIM,RAC_SPCIM21C,CISCO_ASR920CC,,,10.122.46.56,RAC,BKK,Cisco
72,SPNEM,RAC_SPNEM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.123,10.124.90.164,RAC,BKK,Cisco
73,PU19M,RAC_PU19M21C,CISCO_ASR920CC,,,10.122.42.117,RAC,BKK,Cisco
74,PR31M,RAC_PR31M21C,CISCO_ASR920CC,,,10.122.23.39,RAC,BKK,Cisco
75,LKRWM,RAC_LKRWM21C,CISCO_ASR920CC,,,10.122.24.150,RAC,BKK,Cisco
76,EXCWP,RAC_EXCWP01C,CISCO_ASR901_TENGIG_DC_TDM,,,10.124.38.181,RAC,BKK,Cisco
77,NPUNM,RAC_NPUNM21C,CISCO_ASR920CC,,,10.122.47.121,RAC,BKK,Cisco
78,LW27M,RAC_LW27M21C,CISCO_ASR920CC,,,10.122.66.22,RAC,BKK,Cisco
79,GPFCP,RAC_GPFCP21C,CISCO_ASR920CC,,,10.122.19.244,RAC,BKK,Cisco
80,LKPSM,RAC_LKPSM21C,CISCO_ASR920CC,,,10.122.47.105,RAC,BKK,Cisco
81,L4Y5M,RAC_L4Y5M21C,CISCO_ASR920CC,,,10.122.66.25,RAC,BKK,Cisco
82,JMTW01C,POIAC_JMTW01C,CISCO_MWR_2941_DC_A,,,,POIAC,BKK,Cisco
83,SRTIM,RAC_SRTIM21C,CISCO_ASR920CC,,,10.122.14.88,RAC,BKK,Cisco
84,R101M,RAC_R101M01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.23,10.124.49.20,RAC,BKK,Cisco
85,SKPMM,RAC_SKPMM21C,CISCO_ASR920CC,,,10.122.26.117,RAC,BKK,Cisco
86,WAKLM,RAC_WAKLM21C,CISCO_ASR920CC,,,10.122.41.170,RAC,BKK,Cisco
87,TNLSM,RAC_TNLSM21C,CISCO_ASR920CC,,,10.122.64.101,RAC,BKK,Cisco
88,TKM5M,RAC_TKM5M21C,CISCO_ASR920CC,,,10.122.41.149,RAC,BKK,Cisco
89,WCHRM,RAC_WCHRM21C,CISCO_ASR920CC,,,10.122.9.52,RAC,BKK,Cisco
90,STTVM,RAC_STTVM21C,CISCO_ASR920CC,,,10.122.27.54,RAC,BKK,Cisco
91,NK02M,RAC_NK02M21C,CISCO_ASR920CC,,,10.122.18.76,RAC,BKK,Cisco
92,WKNAM,RAC_WKNAM21C,CISCO_ASR920CC,,,10.122.43.165,RAC,BKK,Cisco
93,SNK2M,RAC_SNK2M51C,ciscoNCS540,Loopback0,10.64.3.54,10.124.210.54,RAC,BKK,Cisco
94,CFNCP,RAC_CFNCP21C,CISCO_ASR920CC,,,10.122.13.69,RAC,BKK,Cisco
95,KLPDM,RAC_KLPDM21C,CISCO_ASR920CC,,,10.122.70.212,RAC,BKK,Cisco
96,ADK2M,RAC_ADK2M21C,CISCO_ASR920CC,,,10.122.46.40,RAC,BKK,Cisco
97,CTG1M,RAC_CTG1M51C,ciscoNCS540,Loopback0,10.64.2.140,10.124.209.140,RAC,BKK,Cisco
98,KPCXP,RAC_KPCXP21C,CISCO_ASR920CC,,,10.122.24.39,RAC,BKK,Cisco
99,S3Y5M,RAC_S3Y5M21C,CISCO_ASR920CC,,,10.122.46.71,RAC,BKK,Cisco
100,FTB3P,RAC_FTB3P01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.237,10.124.49.181,RAC,BKK,Cisco
101,RT65M,RAC_RT65M21C,CISCO_ASR920CC,,,10.122.12.28,RAC,BKK,Cisco
102,MPTGM,RAC_MPTGM51C,ciscoNCS540,Loopback0,10.64.3.154,10.124.210.154,RAC,BKK,Cisco
103,WRKVM,RAC_WRKVM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.72.200,10.124.45.84,RAC,BKK,Cisco
104,BDTNM,RAC_BDTNM21C,CISCO_ASR920CC,,,10.122.29.132,RAC,BKK,Cisco
105,SWRWM,RAC_SWRWM21C,CISCO_ASR920CC,,,10.122.43.54,RAC,BKK,Cisco
106,EK74M,RAC_EK74M51C,ciscoNCS540,Loopback0,10.64.10.71,10.124.209.71,RAC,BKK,Cisco
107,XYKL,RAC_XYKL01C,CISCO_ASR901_TENGIG_DC_TDM,,,10.122.1.198,RAC,BKK,Cisco
108,IAP1P,RAC_IAP1P21C,CISCO_ASR920CC,,,10.122.11.148,RAC,BKK,Cisco
109,SSTNM,RAC_SSTNM21C,CISCO_ASR920CC,,,10.122.44.154,RAC,BKK,Cisco
110,RDR1M,RAC_RDR1M21C,CISCO_ASR920CC,,,10.122.14.230,RAC,BKK,Cisco
111,BK13M,RAC_BK13M51C,ciscoNCS540,Loopback0,10.64.3.201,10.124.210.201,RAC,BKK,Cisco
112,SBNGM,RAC_SBNGM21C,CISCO_ASR920CC,,,10.122.35.237,RAC,BKK,Cisco
113,MVLSP,RAC_MVLSP21C,CISCO_ASR920CC,,,10.122.33.132,RAC,BKK,Cisco
114,SCT1P,RAC_SCT1P01C,CISCO_MWR_2941_DC_A,Loopback0,10.122.73.154,10.124.63.20,RAC,BKK,Cisco
115,PTS4M,RAC_PTS4M21C,CISCO_ASR920CC,,,10.122.28.150,RAC,BKK,Cisco
116,CHU1M,RAC_CHU1M21C,CISCO_ASR920CC,,,10.122.14.252,RAC,BKK,Cisco
117,TEXPB,RAC_TEXPB21C,CISCO_ASR920CC,,,10.122.48.73,RAC,BKK,Cisco
118,DLDTM,RAC_DLDTM21C,CISCO_ASR920CC,,,10.122.10.230,RAC,BKK,Cisco
119,SMWAM,RAC_SMWAM21C,CISCO_ASR920CC,,,10.122.22.7,RAC,BKK,Cisco
120,OTL3M,RAC_OTL3M21C,CISCO_ASR920CC,,,10.122.19.10,RAC,BKK,Cisco
121,OKMKM,RAC_OKMKM21C,CISCO_ASR920CC,,,10.122.27.235,RAC,BKK,Cisco
122,SPMTM,RAC_SPMTM51C,ciscoNCS540,Loopback0,10.64.3.174,10.124.210.174,RAC,BKK,Cisco
123,BT44M,RAC_BT44M21C,CISCO_ASR920CC,,,10.122.20.140,RAC,BKK,Cisco
124,HRNTP,RAC_HRNTP21C,CISCO_ASR920CC,,,10.122.8.229,RAC,BKK,Cisco
125,WSTSM,RAC_WSTSM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.72.207,10.124.41.132,RAC,BKK,Cisco
126,KNGWM,RAC_KNGWM21C,CISCO_ASR920CC,,,10.122.14.106,RAC,BKK,Cisco
127,KRGIM,RAC_KRGIM21C,CISCO_ASR920CC,,,10.122.18.58,RAC,BKK,Cisco
128,BBTWP,RAC_BBTWP21C,CISCO_ASR920CC,,,10.122.12.166,RAC,BKK,Cisco
129,SRPHM,RAC_SRPHM21C,CISCO_ASR920CC,,,10.122.22.186,RAC,BKK,Cisco
130,LTSDP,RAC_LTSDP01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.72.126,10.124.57.244,RAC,BKK,Cisco
131,NKCVM,RAC_NKCVM21C,CISCO_ASR920CC,,,10.122.28.251,RAC,BKK,Cisco
132,SSLLP,RAC_SSLLP21C,CISCO_ASR920CC,,,10.122.64.92,RAC,BKK,Cisco
133,SSK2M,RAC_SSK2M51C,ciscoNCS540,Loopback0,10.64.4.63,10.124.211.63,RAC,BKK,Cisco
134,SNRWM,RAC_SNRWM21C,CISCO_ASR920CC,,,10.122.19.252,RAC,BKK,Cisco
135,LAGMP,RAC_LAGMP21C,CISCO_ASR920CC,,,10.122.35.141,RAC,BKK,Cisco
136,RB22M,RAC_RB22M21C,CISCO_ASR920CC,,,10.122.34.246,RAC,BKK,Cisco
137,WSPTM,RAC_WSPTM51C,ciscoNCS540,Loopback0,10.64.9.79,10.124.216.79,RAC,BKK,Cisco
138,SGNWP,RAC_SGNWP31C,CISCO_ASR920CC,,,10.124.35.55,RAC,BKK,Cisco
139,PMWYM,RAC_PMWYM21C,CISCO_ASR920CC,,,10.122.26.92,RAC,BKK,Cisco
140,NRR6M,RAC_NRR6M51C,ciscoNCS540,Loopback0,10.64.6.198,10.124.213.198,RAC,BKK,Cisco
141,KHPAM,RAC_KHPAM21C,CISCO_ASR920CC,,,10.122.11.244,RAC,BKK,Cisco
142,RMA2M,RAC_RMA2M21C,CISCO_ASR920CC,,,10.122.10.53,RAC,BKK,Cisco
143,P3S2M,RAC_P3S2M21C,CISCO_ASR920CC,,,10.122.69.84,RAC,BKK,Cisco
144,KTSSM,RAC_KTSSM21C,CISCO_ASR920CC,,,10.122.18.245,RAC,BKK,Cisco
145,WSJRM,RAC_WSJRM21C,CISCO_ASR920CC,,,10.122.65.167,RAC,BKK,Cisco
146,PNK3M,RAC_PNK3M21C,CISCO_ASR920CC,,,10.125.199.56,RAC,BKK,Cisco
147,TYO2P,RAC_TYO2P21C,CISCO_ASR920CC,,,10.122.20.7,RAC,BKK,Cisco
148,TLT4M,RAC_TLT4M21C,CISCO_ASR920CC,,,10.122.35.251,RAC,BKK,Cisco
149,SPKOM,RAC_SPKOM21C,CISCO_ASR920CC,,,10.122.16.117,RAC,BKK,Cisco
150,BELLP,RAC_BELLP21C,CISCO_ASR920CC,,,10.122.31.152,RAC,BKK,Cisco
151,WBMGM,RAC_WBMGM51C,ciscoNCS540,Loopback0,10.64.4.12,10.124.211.12,RAC,BKK,Cisco
152,GCPHP,RAC_GCPHP21C,CISCO_ASR920CC,,,10.122.15.39,RAC,BKK,Cisco
153,STN5M,RAC_STN5M21C,CISCO_ASR920CC,,,10.122.23.71,RAC,BKK,Cisco
154,SCG3P,RAC_SCG3P21C,CISCO_ASR920CC,,,10.122.23.60,RAC,BKK,Cisco
155,RKNVM,RAC_RKNVM51C,ciscoNCS540,Loopback0,10.64.2.242,10.124.209.242,RAC,BKK,Cisco
156,T373M,RAC_T373M21C,CISCO_ASR920CC,,,10.122.65.180,RAC,BKK,Cisco
157,PARMM,RAC_PARMM21C,CISCO_ASR920CC,,,10.122.9.137,RAC,BKK,Cisco
158,RPT1M,RAC_RPT1M21C,CISCO_ASR920CC,,,10.122.41.55,RAC,BKK,Cisco
159,R225M,RAC_R225M21C,CISCO_ASR920CC,,,10.122.42.133,RAC,BKK,Cisco
160,KL85M,RAC_KL85M21C,CISCO_ASR920CC,,,10.122.47.87,RAC,BKK,Cisco
161,TSMTP,RAC_TSMTP01C,CISCO_MWR_2941_DC_A,Loopback0,10.122.72.187,10.124.35.228,RAC,BKK,Cisco
162,TB30M,RAC_TB30M21C,CISCO_ASR920CC,,,10.122.41.58,RAC,BKK,Cisco
163,TPG2M,RAC_TPG2M51C,ciscoNCS540,Loopback0,10.64.7.59,10.124.214.59,RAC,BKK,Cisco
164,PNSNM,RAC_PNSNM21C,CISCO_ASR920CC,,,10.122.47.100,RAC,BKK,Cisco
165,TOTMC,RAC_TOTMC01C,CISCO_ASR901_TENGIG_DC_TDM,,,10.122.26.190,RAC,BKK,Cisco
166,BPU5M,RAC_BPU5M01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.72.238,10.124.41.213,RAC,BKK,Cisco
167,BORAP,RAC_BORAP21C,CISCO_ASR920CC,,,10.122.13.74,RAC,BKK,Cisco
168,DSR1M,RAC_DSR1M51C,ciscoNCS540,Loopback0,10.64.2.99,10.124.209.99,RAC,BKK,Cisco
169,CTRST,RAC_CTRST21C,CISCO_ASR920CC,,,10.122.31.187,RAC,BKK,Cisco
170,MP39M,RAC_MP39M51C,ciscoNCS540,Loopback0,10.64.3.198,10.124.210.198,RAC,BKK,Cisco
171,WST6M,RAC_WST6M21C,CISCO_ASR920CC,,,10.122.46.116,RAC,BKK,Cisco
172,R9PDX,RAC_R9PDX21C,CISCO_ASR920CC,,,10.122.47.138,RAC,BKK,Cisco
173,B77AB,RAC_B77AB51C,ciscoNCS540,Loopback0,10.64.3.62,10.124.210.62,RAC,BKK,Cisco
174,POTIM,RAC_POTIM21C,CISCO_ASR920CC,,,10.122.43.20,RAC,BKK,Cisco
175,WSLSM,RAC_WSLSM21C,CISCO_ASR920CC,,,10.122.26.198,RAC,BKK,Cisco
176,DTBPM,RAC_DTBPM21C,CISCO_ASR920CC,,,10.125.200.221,RAC,BKK,Cisco
177,LPHTX,RAC_LPHTX21C,CISCO_ASR920CC,,,10.122.47.137,RAC,BKK,Cisco
178,KTWBP,RAC_KTWBP01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.72.4,10.124.38.148,RAC,BKK,Cisco
179,SKVRM,RAC_SKVRM21C,CISCO_ASR920CC,,,10.122.29.55,RAC,BKK,Cisco
180,LK8KM,RAC_LK8KM21C,CISCO_ASR920CC,,,10.122.46.235,RAC,BKK,Cisco
181,BKKBP,RAC_BKKBP01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.21,10.124.38.117,RAC,BKK,Cisco
182,VR60M,RAC_VR60M21C,CISCO_ASR920CC,,,10.122.15.117,RAC,BKK,Cisco
183,SVCTP,RAC_SVCTP21C,CISCO_ASR920CC,,,10.122.34.165,RAC,BKK,Cisco
184,RTHQP,RAC_RTHQP21C,CISCO_ASR920CC,,,10.122.20.27,RAC,BKK,Cisco
185,MTPWM,RAC_MTPWM21C,CISCO_ASR920CC,,,10.122.24.138,RAC,BKK,Cisco
186,TWAE,RAG_TWAE03C_9K,CISCO_ASR_9010,Loopback0,10.122.0.67,10.122.0.67,RAG,BKK,Cisco
187,TWAE,RAG_TWAE03C_9K,CISCO_ASR_9010,Loopback10,10.122.64.67,10.122.0.67,RAG,BKK,Cisco
188,KHNMM,RAC_KHNMM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.240,10.124.37.101,RAC,BKK,Cisco
189,ITW2P,RAC_ITW2P21C,CISCO_ASR920CC,,,10.122.33.134,RAC,BKK,Cisco
190,RWH2M,RAC_RWH2M21C,CISCO_ASR920CC,,,10.122.18.173,RAC,BKK,Cisco
191,SKVNM,RAC_SKVNM21C,CISCO_ASR920CC,,,10.125.197.229,RAC,BKK,Cisco
192,C892M,RAC_C892M21C,CISCO_ASR920CC,,,10.122.43.125,RAC,BKK,Cisco
193,RRFPM,RAC_RRFPM21C,CISCO_ASR920CC,,,10.122.42.57,RAC,BKK,Cisco
194,KSS2M,RAC_KSS2M21C,CISCO_ASR920CC,,,10.122.8.118,RAC,BKK,Cisco
195,XYRK,RAG_XYRK01C_9K,CISCO_ASR_9010,Loopback0,10.122.0.17,10.122.0.17,RAG,BKK,Cisco
196,S,RAC_SMTC_E102C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.130,10.124.38.37,RAC,BKK,Cisco
197,KUK5M,RAC_KUK5M21C,CISCO_ASR920CC,,,10.122.28.68,RAC,BKK,Cisco
198,DRCDM,RAC_DRCDM51C,ciscoNCS540,Loopback0,10.64.3.136,10.124.210.136,RAC,BKK,Cisco
199,TWAE,RAG_TWAE04C_9K,CISCO_ASR_9010,Loopback0,10.122.0.68,10.122.0.68,RAG,BKK,Cisco
200,TWAE,RAG_TWAE04C_9K,CISCO_ASR_9010,Loopback10,10.122.64.68,10.122.0.68,RAG,BKK,Cisco
201,WBBNZ,RAC_WBBNZ21C,CISCO_ASR920CC,,,10.122.28.169,RAC,BKK,Cisco
202,MBIKP,RAC_MBIKP21C,CISCO_ASR920CC,,,10.125.193.229,RAC,BKK,Cisco
203,KTQ2P,RAC_KTQ2P21C,CISCO_ASR920CC,,,10.122.18.91,RAC,BKK,Cisco
204,SD12P,RAC_SD12P21C,CISCO_ASR920CC,,,10.122.31.87,RAC,BKK,Cisco
205,PCR1M,RAC_PCR1M51C,ciscoNCS540,Loopback0,10.64.2.230,10.124.209.230,RAC,BKK,Cisco
206,STBGA,RAC_STBGA51C,ciscoNCS540,Loopback0,10.64.2.203,10.124.209.203,RAC,BKK,Cisco
207,WBNPM,RAC_WBNPM21C,CISCO_ASR920CC,,,10.122.18.217,RAC,BKK,Cisco
208,NSTCP,RAC_NSTCP21C,CISCO_ASR920CC,,,10.122.16.233,RAC,BKK,Cisco
209,ASTLM,RAC_ASTLM21C,CISCO_ASR920CC,,,10.122.44.231,RAC,BKK,Cisco
210,SCK2P,RAC_SCK2P01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.110,10.124.44.196,RAC,BKK,Cisco
211,KLKSM,RAC_KLKSM21C,CISCO_ASR920CC,,,10.122.43.186,RAC,BKK,Cisco
212,R4CCM,RAC_R4CCM21C,CISCO_ASR920CC,,,10.122.14.104,RAC,BKK,Cisco
213,LB48M,RAC_LB48M21C,CISCO_ASR920CC,,,10.122.27.85,RAC,BKK,Cisco
214,KPWKM,RAC_KPWKM21C,CISCO_ASR920CC,,,10.122.44.234,RAC,BKK,Cisco
215,RRRMM,RAC_RRRMM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.144,10.124.47.213,RAC,BKK,Cisco
216,SRCBP,RAC_SRCBP21C,CISCO_ASR920CC,,,10.122.20.186,RAC,BKK,Cisco
217,P764M,RAC_P764M21C,CISCO_ASR920CC,,,10.122.16.14,RAC,BKK,Cisco
218,SVHPP,RAC_SVHPP01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.74.16,10.124.47.196,RAC,BKK,Cisco
219,VRWTP,RAC_VRWTP21C,CISCO_ASR920CC,,,10.122.19.101,RAC,BKK,Cisco
220,SNSSP,RAC_SNSSP21C,CISCO_ASR920CC,,,10.122.23.91,RAC,BKK,Cisco
221,TWTRM,RAC_TWTRM51C,ciscoNCS540,Loopback0,10.64.6.118,10.124.213.118,RAC,BKK,Cisco
222,DCH1M,RAC_DCH1M21C,CISCO_ASR920CC,,,10.122.20.5,RAC,BKK,Cisco
223,LTNWP,RAC_LTNWP21C,CISCO_ASR920CC,,,10.122.35.249,RAC,BKK,Cisco
224,PAKBP,RAC_PAKBP21C,CISCO_ASR920CC,,,10.122.9.11,RAC,BKK,Cisco
225,SB18M,RAC_SB18M21C,CISCO_ASR920CC,,,10.122.22.4,RAC,BKK,Cisco
226,JTDOM,RAC_JTDOM21C,CISCO_ASR920CC,,,10.122.13.44,RAC,BKK,Cisco
227,ST23M,RAC_ST23M21C,CISCO_ASR920CC,,,10.122.18.222,RAC,BKK,Cisco
228,BKW1A,RAC_BKW1A21C,CISCO_ASR920CC,,,10.122.34.43,RAC,BKK,Cisco
229,MRCGP,RAC_MRCGP21C,CISCO_ASR920CC,,,10.122.22.77,RAC,BKK,Cisco
230,P41SM,RAC_P41SM21C,CISCO_ASR920CC,,,10.122.20.237,RAC,BKK,Cisco
231,SS62M,RAC_SS62M21C,CISCO_ASR920CC,,,10.122.29.244,RAC,BKK,Cisco
232,PTNKX,RAC_PTNKX21C,CISCO_ASR920CC,,,10.122.47.165,RAC,BKK,Cisco
233,PUTLM,RAC_PUTLM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.11,10.124.33.68,RAC,BKK,Cisco
234,BKCYP,RAC_BKCYP21C,CISCO_ASR920CC,,,10.122.8.232,RAC,BKK,Cisco
235,RK18M,RAC_RK18M21C,CISCO_ASR920CC,,,10.122.25.217,RAC,BKK,Cisco
236,SOGOP,RAC_SOGOP21C,CISCO_ASR920CC,,,10.122.14.228,RAC,BKK,Cisco
237,KMSKP,RAC_KMSKP21C,CISCO_ASR920CC,,,10.122.23.9,RAC,BKK,Cisco
238,CTVPP,RAC_CTVPP01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.210,10.124.69.68,RAC,BKK,Cisco
