,sitecode,nodename,model,loopback_id,router_id,menagement_ip,node_type,region,vendor
912,WLRBM,RAC_WLRBM21C,CISCO_ASR920CC,,,10.122.26.173,RAC,BKK,Cisco
913,ISQEP,RAC_ISQEP21C,CISCO_ASR920CC,,,10.122.15.204,RAC,BKK,Cisco
914,TSM1M,RAC_TSM1M21C,CISCO_ASR920CC,,,10.122.25.201,RAC,BKK,Cisco
915,PCREM,RAC_PCREM21C,CISCO_ASR920CC,,,10.122.17.86,RAC,BKK,Cisco
916,WK4RM,RAC_WK4RM21C,CISCO_ASR920CC,,,10.122.22.154,RAC,BKK,Cisco
917,BKPHP,RAC_BKPHP21C,CISCO_ASR920CC,,,10.122.21.204,RAC,BKK,Cisco
918,XSK3,RAC_XSK301C,CISCO_ASR901_TENGIG_DC_TDM,,,10.122.1.130,RAC,BKK,Cisco
919,WBSWM,RAC_WBSWM21C,CISCO_ASR920CC,,,10.122.28.69,RAC,BKK,Cisco
920,SBCSM,RAC_SBCSM21C,CISCO_ASR920CC,,,10.122.22.105,RAC,BKK,Cisco
921,SIW2M,RAC_SIW2M21C,CISCO_ASR920CC,,,10.122.44.7,RAC,BKK,Cisco
922,TWAE_PE02,POIC_TWAE_PE02,CISCO_7609S,,,,POIC,BKK,Cisco
923,SVWWM,RAC_SVWWM21C,CISCO_ASR920CC,,,10.122.66.106,RAC,BKK,Cisco
924,PN27M,RAC_PN27M21C,CISCO_ASR920CC,,,10.125.197.235,RAC,BKK,Cisco
925,NPNGM,RAC_NPNGM51C,ciscoNCS540,Loopback0,10.64.3.195,10.124.210.195,RAC,BKK,Cisco
926,SBS2M,RAC_SBS2M21C,CISCO_ASR920CC,,,10.122.34.136,RAC,BKK,Cisco
927,PM50M,RAC_PM50M21C,CISCO_ASR920CC,,,10.122.46.120,RAC,BKK,Cisco
928,MPAHP,RAC_MPAHP21C,CISCO_ASR920CC,,,10.122.68.165,RAC,BKK,Cisco
929,PTRVM,RAC_PTRVM51C,ciscoNCS540,Loopback0,10.64.3.192,10.124.210.192,RAC,BKK,Cisco
930,RN10M,RAC_RN10M21C,CISCO_ASR920CC,,,10.125.195.104,RAC,BKK,Cisco
931,SR73M,RAC_SR73M21C,CISCO_ASR920CC,,,10.122.47.36,RAC,BKK,Cisco
932,EWR1M,RAC_EWR1M21C,CISCO_ASR920CC,,,10.122.47.25,RAC,BKK,Cisco
933,SIM1M,RAC_SIM1M21C,CISCO_ASR920CC,,,10.122.32.155,RAC,BKK,Cisco
934,PRTIM,RAC_PRTIM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.227,10.124.41.197,RAC,BKK,Cisco
935,PTNVM,RAC_PTNVM51C,ciscoNCS540,Loopback0,10.64.3.72,10.124.210.72,RAC,BKK,Cisco
936,KL06M,RAC_KL06M51C,ciscoNCS540,Loopback0,10.64.3.186,10.124.210.186,RAC,BKK,Cisco
937,W77FB,RAC_W77FB21C,CISCO_ASR920CC,,,10.122.31.246,RAC,BKK,Cisco
938,YWY6M,RAC_YWY6M21C,CISCO_ASR920CC,,,10.122.47.69,RAC,BKK,Cisco
939,RT55M,RAC_RT55M21C,CISCO_ASR920CC,,,10.122.26.87,RAC,BKK,Cisco
940,SA35M,RAC_SA35M21C,CISCO_ASR920CC,,,10.122.47.232,RAC,BKK,Cisco
941,AIROP,RAC_AIROP21C,CISCO_ASR920CC,,,10.125.198.91,RAC,BKK,Cisco
942,PGT1B,RAC_PGT1B51C,ciscoNCS540,Loopback0,10.64.4.6,10.124.211.6,RAC,BKK,Cisco
943,S483M,RAC_S483M21C,CISCO_ASR920CC,,,10.122.24.188,RAC,BKK,Cisco
944,MB11M,RAC_MB11M21C,CISCO_ASR920CC,,,10.122.46.36,RAC,BKK,Cisco
945,MSCS_PE02,POIC_MSCS_PE02,CISCO_7606S,,,,POIC,BKK,Cisco
946,BH14M,RAC_BH14M21C,CISCO_ASR920CC,,,10.122.66.120,RAC,BKK,Cisco
947,TJRTP,RAC_TJRTP21C,CISCO_ASR920CC,,,10.122.64.133,RAC,BKK,Cisco
948,RCH1M,RAC_RCH1M21C,CISCO_ASR920CC,,,10.122.24.120,RAC,BKK,Cisco
949,BMTPX,RAC_BMTPX21C,CISCO_ASR920CC,,,10.122.43.38,RAC,BKK,Cisco
950,LLK8M,RAC_LLK8M51C,ciscoNCS540,Loopback0,10.64.2.88,10.124.209.88,RAC,BKK,Cisco
951,KMUTM,RAC_KMUTM51C,ciscoNCS540,Loopback0,10.64.5.132,10.124.212.132,RAC,BKK,Cisco
952,PK24P,RAC_PK24P21C,CISCO_ASR920CC,,,10.122.46.189,RAC,BKK,Cisco
953,NTWPM,RAC_NTWPM04C,CISCO_MWR_2941_DC_A,Loopback0,10.122.73.178,10.122.67.21,RAC,BKK,Cisco
954,MWWCM,RAC_MWWCM21C,CISCO_ASR920CC,,,10.122.25.213,RAC,BKK,Cisco
955,UMRMM,RAC_UMRMM21C,CISCO_ASR920CC,,,10.122.10.203,RAC,BKK,Cisco
956,PTRBM,RAC_PTRBM21C,CISCO_ASR920CC,,,10.122.44.236,RAC,BKK,Cisco
957,BBT2M,RAC_BBT2M51C,ciscoNCS540,Loopback0,10.64.16.200,10.124.209.58,RAC,BKK,Cisco
958,SKEKM,RAC_SKEKM21C,CISCO_ASR920CC,,,10.122.30.164,RAC,BKK,Cisco
959,R652M,RAC_R652M51C,ciscoNCS540,Loopback0,10.64.2.101,10.124.209.101,RAC,BKK,Cisco
960,B592M,RAC_B592M21C,CISCO_ASR920CC,,,10.122.41.54,RAC,BKK,Cisco
961,SAKNM,RAC_SAKNM21C,CISCO_ASR920CC,,,10.122.21.68,RAC,BKK,Cisco
962,JCTBP,RAC_JCTBP21C,CISCO_ASR920CC,,,10.122.10.109,RAC,BKK,Cisco
963,EC66M,RAC_EC66M21C,CISCO_ASR920CC,,,10.122.18.204,RAC,BKK,Cisco
964,PRNKM,RAC_PRNKM51C,ciscoNCS540,Loopback0,10.64.4.3,10.124.211.3,RAC,BKK,Cisco
965,WSKLM,RAC_WSKLM21C,CISCO_ASR920CC,,,10.122.12.89,RAC,BKK,Cisco
966,HPPPM,RAC_HPPPM21C,CISCO_ASR920CC,,,10.122.64.103,RAC,BKK,Cisco
967,JPCUP,RAC_JPCUP21C,CISCO_ASR920CC,,,10.122.30.5,RAC,BKK,Cisco
968,RP22M,RAC_RP22M21C,CISCO_ASR920CC,,,10.122.25.54,RAC,BKK,Cisco
969,MBSNM,RAC_MBSNM21C,CISCO_ASR920CC,,,10.122.28.107,RAC,BKK,Cisco
970,TRNKM,RAC_TRNKM21C,CISCO_ASR920CC,,,10.122.14.92,RAC,BKK,Cisco
971,EMPSP,RAC_EMPSP22C,CISCO_ASR920CC,,,10.122.13.204,RAC,BKK,Cisco
972,AL11P,RAC_AL11P21C,CISCO_ASR920CC,,,10.122.18.124,RAC,BKK,Cisco
973,COC1B,RAC_COC1B21C,CISCO_ASR920CC,,,10.122.42.118,RAC,BKK,Cisco
974,NLE3M,RAC_NLE3M21C,CISCO_ASR920CC,,,10.122.27.87,RAC,BKK,Cisco
975,KSVTP,RAC_KSVTP21C,CISCO_ASR920CC,,,10.122.26.11,RAC,BKK,Cisco
976,SARAM,RAC_SARAM21C,CISCO_ASR920CC,,,10.122.26.7,RAC,BKK,Cisco
977,AR60P,RAC_AR60P21C,CISCO_ASR920CC,,,10.122.30.220,RAC,BKK,Cisco
978,SUALM,RAC_SUALM21C,CISCO_ASR920CC,,,10.122.29.247,RAC,BKK,Cisco
979,KGSRM,RAC_KGSRM21C,CISCO_ASR920CC,,,10.122.41.21,RAC,BKK,Cisco
980,LK26M,RAC_LK26M21C,CISCO_ASR920CC,,,10.122.33.185,RAC,BKK,Cisco
981,TAW5P,RAC_TAW5P21C,CISCO_ASR920CC,,,10.122.18.228,RAC,BKK,Cisco
982,MU50P,RAC_MU50P21C,CISCO_ASR920CC,,,10.122.44.196,RAC,BKK,Cisco
983,BPK7M,RAC_BPK7M21C,CISCO_ASR920CC,,,10.122.35.60,RAC,BKK,Cisco
984,SU34M,RAC_SU34M21C,CISCO_ASR920CC,,,10.125.194.215,RAC,BKK,Cisco
985,SST1M,RAC_SST1M21C,CISCO_ASR920CC,,,10.122.35.136,RAC,BKK,Cisco
986,CTBNP,RSW_CTBNP01C,Cisco_Catalyst_4500X32,,,,RSW,BKK,Cisco
987,LPG6M,RAC_LPG6M21C,CISCO_ASR920CC,,,10.122.48.10,RAC,BKK,Cisco
988,P106M,RAC_P106M21C,CISCO_ASR920CC,,,10.122.29.138,RAC,BKK,Cisco
989,PNP3M,RAC_PNP3M51C,ciscoNCS540,Loopback0,10.64.3.209,10.124.210.209,RAC,BKK,Cisco
990,CSS3M,RAC_CSS3M51C,ciscoNCS540,Loopback0,10.64.6.143,10.124.213.143,RAC,BKK,Cisco
991,BNTWP,RAC_BNTWP07C,CISCO_MWR_2941_DC_A,Loopback0,10.122.74.18,10.124.32.54,RAC,BKK,Cisco
992,PS58M,RAC_PS58M21C,CISCO_ASR920CC,,,10.122.32.153,RAC,BKK,Cisco
993,PCR2M,RAC_PCR2M21C,CISCO_ASR920CC,,,10.122.46.58,RAC,BKK,Cisco
994,PSSBM,RAC_PSSBM21C,CISCO_ASR920CC,,,10.122.15.217,RAC,BKK,Cisco
995,CN18M,RAC_CN18M21C,CISCO_ASR920CC,,,10.122.30.102,RAC,BKK,Cisco
996,TL64M,RAC_TL64M51C,ciscoNCS540,Loopback0,10.64.3.64,10.124.210.64,RAC,BKK,Cisco
997,WNNSM,RAC_WNNSM21C,CISCO_ASR920CC,,,10.122.21.20,RAC,BKK,Cisco
998,LR49M,RAC_LR49M21C,CISCO_ASR920CC,,,10.122.47.68,RAC,BKK,Cisco
999,SPB5X,RAC_SPB5X21C,CISCO_ASR920CC,,,10.122.47.134,RAC,BKK,Cisco
1000,MSABP,RAC_MSABP21C,CISCO_ASR920CC,,,10.122.64.88,RAC,BKK,Cisco
1001,KHTCM,RAC_KHTCM21C,CISCO_ASR920CC,,,10.122.43.69,RAC,BKK,Cisco
1002,SRE1M,RAC_SRE1M51C,ciscoNCS540,Loopback0,10.64.4.5,10.124.211.5,RAC,BKK,Cisco
1003,MSUPM,RAC_MSUPM21C,CISCO_ASR920CC,,,10.122.65.188,RAC,BKK,Cisco
1004,LDMKP,RAC_LDMKP21C,CISCO_ASR920CC,,,10.122.18.86,RAC,BKK,Cisco
1005,LK13M,RAC_LK13M21C,CISCO_ASR920CC,,,10.122.27.167,RAC,BKK,Cisco
1006,SLM2M,RAC_SLM2M21C,CISCO_ASR920CC,,,10.122.14.217,RAC,BKK,Cisco
1007,THBPM,RAC_THBPM21C,CISCO_ASR920CC,,,10.122.35.181,RAC,BKK,Cisco
1008,PRMTP,RAC_PRMTP21C,CISCO_ASR920CC,,,10.122.10.36,RAC,BKK,Cisco
1009,BK65M,RAC_BK65M51C,ciscoNCS540,Loopback0,10.64.3.214,10.124.210.214,RAC,BKK,Cisco
1010,CAPHM,RAC_CAPHM21C,CISCO_ASR920CC,,,10.122.14.231,RAC,BKK,Cisco
1011,LN47M,RAC_LN47M21C,CISCO_ASR920CC,,,10.122.35.219,RAC,BKK,Cisco
1012,LO14P,RAC_LO14P21C,CISCO_ASR920CC,,,10.122.25.4,RAC,BKK,Cisco
1013,SNTWM,RAC_SNTWM21C,CISCO_ASR920CC,,,10.122.10.219,RAC,BKK,Cisco
1014,RIV1B,RAC_RIV1B21C,CISCO_ASR920CC,,,10.122.34.232,RAC,BKK,Cisco
1015,TPOVP,RAC_TPOVP21C,CISCO_ASR920CC,,,10.122.43.25,RAC,BKK,Cisco
1016,S3Y2M,RAC_S3Y2M51C,ciscoNCS540,Loopback0,10.64.2.248,10.124.209.248,RAC,BKK,Cisco
1017,CAPTP,RAC_CAPTP01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.72.252,10.124.37.87,RAC,BKK,Cisco
1018,WTF3P,RAC_WTF3P21C,CISCO_ASR920CC,,,10.122.33.5,RAC,BKK,Cisco
1019,NBJWP,RAC_NBJWP31C,CISCO_ASR920CC,,,10.124.34.20,RAC,BKK,Cisco
1020,SRCWM,RAC_SRCWM21C,CISCO_ASR920CC,,,10.122.48.25,RAC,BKK,Cisco
1021,CR11M,RAC_CR11M21C,CISCO_ASR920CC,,,10.122.26.90,RAC,BKK,Cisco
1022,BRS1M,RAC_BRS1M51C,ciscoNCS540,Loopback0,10.64.4.85,10.124.211.85,RAC,BKK,Cisco
1023,LK53M,RAC_LK53M21C,CISCO_ASR920CC,,,10.125.195.212,RAC,BKK,Cisco
1024,LZ42M,RAC_LZ42M21C,CISCO_ASR920CC,,,10.122.27.252,RAC,BKK,Cisco
1025,SNKTP,RAC_SNKTP01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.72.115,10.124.33.233,RAC,BKK,Cisco
1026,LLK3M,RAC_LLK3M21C,CISCO_ASR920CC,,,10.122.43.229,RAC,BKK,Cisco
1027,MVPVM,RAC_MVPVM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.182,10.124.40.148,RAC,BKK,Cisco
1028,WAPRM,RAC_WAPRM21C,CISCO_ASR920CC,,,10.122.70.52,RAC,BKK,Cisco
1029,KTQ1P,RAC_KTQ1P21C,CISCO_ASR920CC,,,10.122.18.107,RAC,BKK,Cisco
1030,CHSHM,RAC_CHSHM21C,CISCO_ASR920CC,,,10.122.15.182,RAC,BKK,Cisco
1031,CRNPM,RAC_CRNPM21C,CISCO_ASR920CC,,,10.122.44.44,RAC,BKK,Cisco
1032,SMCMP,RAC_SMCMP21C,CISCO_ASR920CC,,,10.122.9.58,RAC,BKK,Cisco
1033,MCTYM,RAC_MCTYM21C,CISCO_ASR920CC,,,10.122.30.165,RAC,BKK,Cisco
1034,BCNSM,RAC_BCNSM21C,CISCO_ASR920CC,,,10.122.31.105,RAC,BKK,Cisco
1035,SP34M,RAC_SP34M21C,CISCO_ASR920CC,,,10.122.67.86,RAC,BKK,Cisco
1036,CTPKP,RAC_CTPKP21C,CISCO_ASR920CC,,,10.122.12.105,RAC,BKK,Cisco
1037,VWNCM,RAC_VWNCM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.22,10.124.38.132,RAC,BKK,Cisco
1038,PIANM,RAC_PIANM21C,CISCO_ASR920CC,,,10.125.195.197,RAC,BKK,Cisco
1039,CCCOB,RAC_CCCOB21C,CISCO_ASR920CC,,,10.122.19.254,RAC,BKK,Cisco
1040,PMKKM,RAC_PMKKM21C,CISCO_ASR920CC,,,10.122.18.166,RAC,BKK,Cisco
1041,WBNOM,RAC_WBNOM21C,CISCO_ASR920CC,,,10.122.42.105,RAC,BKK,Cisco
1042,TPOTM,RAC_TPOTM21C,CISCO_ASR920CC,,,10.122.26.180,RAC,BKK,Cisco
1043,LY18M,RAC_LY18M51C,ciscoNCS540,Loopback0,10.64.6.147,10.124.213.147,RAC,BKK,Cisco
1044,MI3HP,RAC_MI3HP01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.187,10.124.37.90,RAC,BKK,Cisco
1045,RSRMM,RAC_RSRMM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.31,10.124.39.164,RAC,BKK,Cisco
1046,TP15M,RAC_TP15M51C,ciscoNCS540,Loopback0,10.64.4.7,10.124.211.7,RAC,BKK,Cisco
1047,SA01M,RAC_SA01M21C,CISCO_ASR920CC,,,10.122.11.199,RAC,BKK,Cisco
1048,K632M,RAC_K632M21C,CISCO_ASR920CC,,,10.122.41.11,RAC,BKK,Cisco
1049,LKS2M,RAC_LKS2M01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.65,10.124.44.20,RAC,BKK,Cisco
1050,PLPTB,RAC_PLPTB21C,CISCO_ASR920CC,,,10.122.48.119,RAC,BKK,Cisco
1051,KBLYM,RAC_KBLYM21C,CISCO_ASR920CC,,,10.122.11.103,RAC,BKK,Cisco
1052,BCFIP,RAC_BCFIP21C,CISCO_ASR920CC,,,10.122.10.5,RAC,BKK,Cisco
1053,SD18M,RAC_SD18M51C,ciscoNCS540,Loopback0,10.64.3.25,10.124.210.25,RAC,BKK,Cisco
1054,PPSKM,RAC_PPSKM21C,CISCO_ASR920CC,,,10.122.22.78,RAC,BKK,Cisco
1055,RS07M,RAC_RS07M21C,CISCO_ASR920CC,,,10.122.44.155,RAC,BKK,Cisco
1056,D369M,RAC_D369M21C,CISCO_ASR920CC,,,10.122.68.84,RAC,BKK,Cisco
1057,P16BM,RAC_P16BM21C,CISCO_ASR920CC,,,10.122.42.250,RAC,BKK,Cisco
1058,PY23M,RAC_PY23M21C,CISCO_ASR920CC,,,10.122.10.84,RAC,BKK,Cisco
1059,CLMTP,RAC_CLMTP21C,CISCO_ASR920CC,,,10.122.8.102,RAC,BKK,Cisco
1060,GSP2P,RAC_GSP2P01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.145,10.124.62.212,RAC,BKK,Cisco
1061,KBKSM,RAC_KBKSM21C,CISCO_ASR920CC,,,10.122.41.37,RAC,BKK,Cisco
1062,BJARM,RAC_BJARM21C,CISCO_ASR920CC,,,10.122.24.37,RAC,BKK,Cisco
1063,SPEBP,RAC_SPEBP01C,CISCO_ASR901_TENGIG_DC_TDM,,,10.124.49.68,RAC,BKK,Cisco
1064,SUNKM,RAC_SUNKM21C,CISCO_ASR920CC,,,10.122.46.122,RAC,BKK,Cisco
1065,SK70M,RAC_SK70M01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.72.196,10.124.33.20,RAC,BKK,Cisco
1066,LS07M,RAC_LS07M21C,CISCO_ASR920CC,,,10.122.27.245,RAC,BKK,Cisco
1067,MBPLM,RAC_MBPLM21C,CISCO_ASR920CC,,,10.122.44.60,RAC,BKK,Cisco
1068,ERIHM,RAC_ERIHM21C,CISCO_ASR920CC,,,10.122.14.182,RAC,BKK,Cisco
1069,ZSRSM,RAC_ZSRSM21C,CISCO_ASR920CC,,,10.122.9.105,RAC,BKK,Cisco
1070,RBSLP,RAC_RBSLP21C,CISCO_ASR920CC,,,10.122.70.68,RAC,BKK,Cisco
1071,SW28M,RAC_SW28M21C,CISCO_ASR920CC,,,10.122.47.53,RAC,BKK,Cisco
1072,MSBGM,RAC_MSBGM21C,CISCO_ASR920CC,,,10.122.21.7,RAC,BKK,Cisco
1073,DS62M,RAC_DS62M21C,CISCO_ASR920CC,,,10.122.41.198,RAC,BKK,Cisco
1074,BN21M,RAC_BN21M21C,CISCO_ASR920CC,,,10.122.25.158,RAC,BKK,Cisco
1075,PLP1M,RAC_PLP1M21C,CISCO_ASR920CC,,,10.122.20.138,RAC,BKK,Cisco
1076,EW15M,RAC_EW15M21C,CISCO_ASR920CC,,,10.122.70.132,RAC,BKK,Cisco
1077,SRMKM,RAC_SRMKM21C,CISCO_ASR920CC,,,10.122.18.53,RAC,BKK,Cisco
1078,LK82M,RAC_LK82M21C,CISCO_ASR920CC,,,10.122.24.72,RAC,BKK,Cisco
1079,NWWSX,RAC_NWWSX21C,CISCO_ASR920CC,,,10.122.34.53,RAC,BKK,Cisco
1080,WBKAM,RAC_WBKAM21C,CISCO_ASR920CC,,,10.122.65.245,RAC,BKK,Cisco
1081,BEHIP,RAC_BEHIP21C,CISCO_ASR920CC,,,10.122.20.77,RAC,BKK,Cisco
1082,BAYPP,RAC_BAYPP21C,CISCO_ASR920CC,,,10.122.10.101,RAC,BKK,Cisco
1083,INPTM,RAC_INPTM21C,CISCO_ASR920CC,,,10.122.19.56,RAC,BKK,Cisco
1084,T402M,RAC_T402M21C,CISCO_ASR920CC,,,10.122.28.220,RAC,BKK,Cisco
1085,SDKSM,RAC_SDKSM21C,CISCO_ASR920CC,,,10.122.42.213,RAC,BKK,Cisco
1086,RDPSX,RAC_RDPSX21C,CISCO_ASR920CC,,,10.122.34.54,RAC,BKK,Cisco
1087,PST1M,RAC_PST1M21C,CISCO_ASR920CC,,,10.122.16.102,RAC,BKK,Cisco
1088,MPPCM,RAC_MPPCM21C,CISCO_ASR920CC,,,10.122.19.71,RAC,BKK,Cisco
1089,NTWP,RAC_NTWP01C,CISCO_MWR_2941_DC_A,Loopback0,10.122.72.174,10.122.17.205,RAC,BKK,Cisco
1090,CR23P,RAC_CR23P21C,CISCO_ASR920CC,,,10.122.30.205,RAC,BKK,Cisco
1091,MONTP,RAC_MONTP21C,CISCO_ASR920CC,,,10.122.23.27,RAC,BKK,Cisco
1092,GATEP,RAC_GATEP21C,CISCO_ASR920CC,,,10.122.24.204,RAC,BKK,Cisco
1093,BPNSM,RAC_BPNSM21C,CISCO_ASR920CC,,,10.122.26.199,RAC,BKK,Cisco
1094,KT22M,RAC_KT22M21C,CISCO_ASR920CC,,,10.122.42.245,RAC,BKK,Cisco
1095,SBPPM,RAC_SBPPM21C,CISCO_ASR920CC,,,10.122.18.214,RAC,BKK,Cisco
1096,MKC1P,RAC_MKC1P21C,CISCO_ASR920CC,,,10.122.19.108,RAC,BKK,Cisco
1097,GPFWP,RAC_GPFWP21C,CISCO_ASR920CC,,,10.122.18.84,RAC,BKK,Cisco
1098,DCWHP,RAC_DCWHP21C,CISCO_ASR920CC,,,10.122.24.203,RAC,BKK,Cisco
1099,STS2M,RAC_STS2M51C,ciscoNCS540,Loopback0,10.64.2.103,10.124.209.103,RAC,BKK,Cisco
1100,RK06M,RAC_RK06M21C,CISCO_ASR920CC,,,10.122.33.215,RAC,BKK,Cisco
1101,KLHRM,RAC_KLHRM21C,CISCO_ASR920CC,,,10.122.67.52,RAC,BKK,Cisco
1102,SCKCM,RAC_SCKCM21C,CISCO_ASR920CC,,,10.122.43.238,RAC,BKK,Cisco
1103,NTWPM,RAC_NTWPM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.72.216,10.124.41.196,RAC,BKK,Cisco
1104,I21LP,RAC_I21LP21C,CISCO_ASR920CC,,,10.122.10.104,RAC,BKK,Cisco
1105,NIPNM,RAC_NIPNM21C,CISCO_ASR920CC,,,10.122.28.109,RAC,BKK,Cisco
1106,TMTPP,RAC_TMTPP51C,ciscoNCS540,Loopback0,10.64.4.78,10.124.211.78,RAC,BKK,Cisco
1107,TPISP,RAC_TPISP21C,CISCO_ASR920CC,,,10.122.18.236,RAC,BKK,Cisco
1108,KLWSM,RAC_KLWSM21C,CISCO_ASR920CC,,,10.122.44.228,RAC,BKK,Cisco
1109,RTTSM,RAC_RTTSM21C,CISCO_ASR920CC,,,10.122.35.70,RAC,BKK,Cisco
1110,SPNYM,RAC_SPNYM21C,CISCO_ASR920CC,,,10.122.68.133,RAC,BKK,Cisco
1111,CSS6M,RAC_CSS6M51C,ciscoNCS540,Loopback0,10.64.4.10,10.124.211.10,RAC,BKK,Cisco
1112,SKTPM,RAC_SKTPM51C,ciscoNCS540,Loopback0,10.64.3.183,10.124.210.183,RAC,BKK,Cisco
1113,42TWP,RAC_42TWP21C,CISCO_ASR920CC,,,10.122.31.231,RAC,BKK,Cisco
1114,TSV5M,RAC_TSV5M21C,CISCO_ASR920CC,,,10.122.22.156,RAC,BKK,Cisco
1115,SKTEP,RAC_SKTEP21C,CISCO_ASR920CC,,,10.122.18.153,RAC,BKK,Cisco
1116,TR21B,RAC_TR21B21C,CISCO_ASR920CC,,,10.122.33.7,RAC,BKK,Cisco
1117,KNCKM,RAC_KNCKM21C,CISCO_ASR920CC,,,10.122.46.228,RAC,BKK,Cisco
1118,MSVKM,RAC_MSVKM21C,CISCO_ASR920CC,,,10.122.67.54,RAC,BKK,Cisco
1119,L771B,RAC_L771B21C,CISCO_ASR920CC,,,10.122.46.101,RAC,BKK,Cisco
1120,TSAPM,RAC_TSAPM21C,CISCO_ASR920CC,,,10.122.46.68,RAC,BKK,Cisco
1121,MBSMM,RAC_MBSMM21C,CISCO_ASR920CC,,,10.122.29.137,RAC,BKK,Cisco
1122,MTLSA,RAC_MTLSA21C,CISCO_ASR920CC,,,10.122.35.54,RAC,BKK,Cisco
1123,PCTWP,RAC_PCTWP01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.72.146,10.124.38.229,RAC,BKK,Cisco
1124,CS65M,RAC_CS65M21C,CISCO_ASR920CC,,,10.122.16.100,RAC,BKK,Cisco
1125,XYPP,RAC_XYPP01C,CISCO_ASR901_TENGIG_DC_TDM,,,10.122.1.218,RAC,BKK,Cisco
1126,CTMHP,RAC_CTMHP21C,CISCO_ASR920CC,,,10.122.45.9,RAC,BKK,Cisco
1127,TMSTM,RAC_TMSTM21C,CISCO_ASR920CC,,,10.122.47.101,RAC,BKK,Cisco
1128,TMBPP,RAC_TMBPP22C,CISCO_ASR920CC,,,10.122.9.158,RAC,BKK,Cisco
1129,BMA2M,RAC_BMA2M21C,CISCO_ASR920CC,,,10.122.45.199,RAC,BKK,Cisco
1130,LKRPM,RAC_LKRPM21C,CISCO_ASR920CC,,,10.122.64.4,RAC,BKK,Cisco
1131,TCI2M,RAC_TCI2M51C,ciscoNCS540,Loopback0,10.64.6.110,10.124.213.110,RAC,BKK,Cisco
1132,BKS3M,RAC_BKS3M21C,CISCO_ASR920CC,,,10.122.42.104,RAC,BKK,Cisco
1133,BTU1M,RAC_BTU1M51C,ciscoNCS540,Loopback0,10.64.2.240,10.124.209.240,RAC,BKK,Cisco
1134,SMHCM,RAC_SMHCM21C,CISCO_ASR920CC,,,10.122.41.185,RAC,BKK,Cisco
1135,PR24M,RAC_PR24M51C,ciscoNCS540,Loopback0,10.64.2.232,10.124.209.232,RAC,BKK,Cisco
1136,CBWTM,RAC_CBWTM01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.17,10.124.36.52,RAC,BKK,Cisco
1137,R269M,RAC_R269M21C,CISCO_ASR920CC,,,10.122.47.235,RAC,BKK,Cisco
1138,BK08M,RAC_BK08M21C,CISCO_ASR920CC,,,10.122.35.182,RAC,BKK,Cisco
1139,WYR1M,RAC_WYR1M51C,ciscoNCS540,Loopback0,10.64.5.138,10.124.212.138,RAC,BKK,Cisco
1140,AMLKP,RAC_AMLKP01C,CISCO_ASR901_TENGIG_DC_TDM,Loopback0,10.122.73.119,10.124.39.4,RAC,BKK,Cisco
1141,ANP8M,RAC_ANP8M21C,CISCO_ASR920CC,,,10.122.43.22,RAC,BKK,Cisco
1142,WBPYM,RAC_WBPYM21C,CISCO_ASR920CC,,,10.122.44.61,RAC,BKK,Cisco
1143,BSAPM,RAC_BSAPM21C,CISCO_ASR920CC,,,10.122.23.38,RAC,BKK,Cisco
1144,WAFDP,RAC_WAFDP21C,CISCO_ASR920CC,,,10.122.31.229,RAC,BKK,Cisco
1145,BPKHM,RAC_BPKHM21C,CISCO_ASR920CC,,,10.122.16.25,RAC,BKK,Cisco
1146,PMKUM,RAC_PMKUM21C,CISCO_ASR920CC,,,10.122.19.12,RAC,BKK,Cisco
1147,ADB6M,RAC_ADB6M21C,CISCO_ASR920CC,,,10.122.35.36,RAC,BKK,Cisco
1148,NKV2M,RAC_NKV2M21C,CISCO_ASR920CC,,,10.122.44.59,RAC,BKK,Cisco
1149,RSK9M,RAC_RSK9M21C,CISCO_ASR920CC,,,10.122.47.184,RAC,BKK,Cisco
1150,MISHP,RAC_MISHP21C,CISCO_ASR920CC,,,10.122.34.198,RAC,BKK,Cisco
1151,LTK6M,RAC_LTK6M21C,CISCO_ASR920CC,,,10.122.24.68,RAC,BKK,Cisco
1152,WBKSM,RAC_WBKSM51C,ciscoNCS540,Loopback0,10.64.12.166,10.124.209.35,RAC,BKK,Cisco
1153,DNM1M,RAC_DNM1M51C,ciscoNCS540,Loopback0,10.64.3.233,10.124.210.233,RAC,BKK,Cisco
