,region,chain_name,chain_id,node_type,node_name,top_interface,top_interface_description,top_ip,bot_interface,bot_interface_description,bot_ip,chain_type,upe1,upe2
0,BKK,C205,1,Aggegrate,RAG_XYBK01C_9K,,,,HundredGigE0/5/0/7,C205_RAG_XYBK01C_UPE1-RAC_CTG1M51C_all_wan_down,10.64.89.128,Full-Chain,RAG_XYBK01C_9K,RAG_XPRV01C_9K
1,BKK,C205,1,Access,RAC_CTG1M51C,HundredGigE0/0/1/0,C205_RAC_CTG1M51C-RAG_XYBK01C_UPE1,10.64.89.129,HundredGigE0/0/1/1,C205_RAC_CTG1M51C-RAC_SPATM51C,10.64.89.130,Full-Chain,RAG_XYBK01C_9K,RAG_XPRV01C_9K
2,BKK,C205,1,Access,RAC_SPATM51C,HundredGigE0/0/1/0,C205_RAC_SPATM51C-RAC_CTG1M51C,10.64.89.131,HundredGigE0/0/1/1,C205_RAC_SPATM51C-RAC_PS31M51C,10.64.89.132,Full-Chain,RAG_XYBK01C_9K,RAG_XPRV01C_9K
3,BKK,C205,1,Access,RAC_PS31M51C,HundredGigE0/0/1/0,C205_RAC_PS31M51C-RAC_SPATM51C,10.64.89.133,HundredGigE0/0/1/1,C205_RAC_PS31M51C-RAC_SCK2P51C,10.64.89.134,Full-Chain,RAG_XYBK01C_9K,RAG_XPRV01C_9K
4,BKK,C205,1,Access,RAC_SCK2P51C,HundredGigE0/0/1/0,C205_RAC_SCK2P51C-RAC_PS31M51C,10.64.89.135,HundredGigE0/0/1/1,C205_RAC_SCK2P51C-RAC_SCK1P51C,10.64.89.136,Full-Chain,RAG_XYBK01C_9K,RAG_XPRV01C_9K
5,BKK,C205,1,Access,RAC_SCK1P51C,HundredGigE0/0/1/0,C205_RAC_SCK1P51C-RAC_SCK2P51C,10.64.89.137,HundredGigE0/0/1/1,C205_RAC_SCK1P51C-RAC_P623M51C,10.64.89.138,Full-Chain,RAG_XYBK01C_9K,RAG_XPRV01C_9K
6,BKK,C205,1,Access,RAC_P623M51C,HundredGigE0/0/1/0,C205_RAC_P623M51C-RAC_SCK1P51C,10.64.89.139,HundredGigE0/0/1/1,C205_RAC_P623M51C-RAC_LTBKP51C,10.64.89.140,Full-Chain,RAG_XYBK01C_9K,RAG_XPRV01C_9K
7,BKK,C205,1,Access,RAC_LTBKP51C,HundredGigE0/0/1/0,C205_RAC_LTBKP51C-RAC_P623M51C,10.64.89.141,HundredGigE0/0/1/1,C205_RAC_LTBKP51C-RAC_BKE3M51C,10.64.89.142,Full-Chain,RAG_XYBK01C_9K,RAG_XPRV01C_9K
8,BKK,C205,1,Access,RAC_BKE3M51C,HundredGigE0/0/1/0,C205_RAC_BKE3M51C-RAC_LTBKP51C,10.64.89.143,HundredGigE0/0/1/1,C205_RAC_BKE3M51C-RAC_BKESM51C,10.64.89.144,Full-Chain,RAG_XYBK01C_9K,RAG_XPRV01C_9K
9,BKK,C205,1,Access,RAC_BKESM51C,HundredGigE0/0/1/0,C205_RAC_BKESM51C-RAC_BKE3M51C,10.64.89.145,HundredGigE0/0/1/1,C205_RAC_BKESM51C-RAC_KRBKP51C,10.64.89.146,Full-Chain,RAG_XYBK01C_9K,RAG_XPRV01C_9K
10,BKK,C205,1,Access,RAC_KRBKP51C,HundredGigE0/0/1/0,C205_RAC_KRBKP51C-RAC_BKESM51C,10.64.89.147,HundredGigE0/0/1/1,C205_RAC_KRBKP51C-RAG_XPRV01C_UPE2,10.64.89.148,Full-Chain,RAG_XYBK01C_9K,RAG_XPRV01C_9K
11,BKK,C205,1,Aggegrate,RAG_XPRV01C_9K,HundredGigE0/6/0/5,C205_RAG_XPRV01C_UPE2-RAC_KRBKP51C_all_wan_down,10.64.89.149,,,,Full-Chain,RAG_XYBK01C_9K,RAG_XPRV01C_9K
12,BKK,C257,2,Aggegrate,RAG_BPL202C_9K,,,,HundredGigE0/6/0/0,C257_RAG_BPL202C_UPE1-RAC_L7Y2M51C_all_wan_down,10.64.96.0,Full-Chain,RAG_BPL202C_9K,RAG_XYTR01C_9K
13,BKK,C257,2,Access,RAC_L7Y2M51C,HundredGigE0/0/1/0,C257_RAC_L7Y2M51C-RAG_BPL202C_UPE1,10.64.96.1,HundredGigE0/0/1/1,C257_RAC_L7Y2M51C-RAC_MCLTM51C,10.64.96.2,Full-Chain,RAG_BPL202C_9K,RAG_XYTR01C_9K
14,BKK,C257,2,Access,RAC_MCLTM51C,HundredGigE0/0/1/0,C257_RAC_MCLTM51C-RAC_L7Y2M51C,10.64.96.3,HundredGigE0/0/1/1,C257_RAC_MCLTM51C-RAC_BCBPP51C,10.64.96.4,Full-Chain,RAG_BPL202C_9K,RAG_XYTR01C_9K
15,BKK,C257,2,Access,RAC_BCBPP51C,HundredGigE0/0/1/0,C257_RAC_BCBPP51C-RAC_MCLTM51C,10.64.96.5,HundredGigE0/0/1/1,C257_RAC_BCBPP51C-RAC_TNSVM51C,10.64.96.6,Full-Chain,RAG_BPL202C_9K,RAG_XYTR01C_9K
16,BKK,C257,2,Access,RAC_TNSVM51C,HundredGigE0/0/1/0,C257_RAC_TNSVM51C-RAC_BCBPP51C,10.64.96.7,HundredGigE0/0/1/1,C257_RAC_TNSVM51C-RAC_KL7BM51C,10.64.96.8,Full-Chain,RAG_BPL202C_9K,RAG_XYTR01C_9K
17,BKK,C257,2,Access,RAC_KL7BM51C,HundredGigE0/0/1/0,C257_RAC_KL7BM51C-RAC_TNSVM51C,10.64.96.9,HundredGigE0/0/1/1,C257_RAC_KL7BM51C-RAC_BPA2M51C,10.64.96.10,Full-Chain,RAG_BPL202C_9K,RAG_XYTR01C_9K
18,BKK,C257,2,Access,RAC_BPA2M51C,HundredGigE0/0/1/0,C257_RAC_BPA2M51C-RAC_KL7BM51C,10.64.96.11,HundredGigE0/0/1/1,C257_RAC_BPA2M51C-RAC_PSS3M51C,10.64.96.12,Full-Chain,RAG_BPL202C_9K,RAG_XYTR01C_9K
19,BKK,C257,2,Access,RAC_PRS2M51C,HundredGigE0/0/1/0,C257_RAC_PRS2M51C-RAC_BPA2M51C,10.64.96.13,HundredGigE0/0/1/1,C257_RAC_PRS2M51C-RAC_PHS2M51C,10.64.96.14,Full-Chain,RAG_BPL202C_9K,RAG_XYTR01C_9K
20,BKK,C257,2,Access,RAC_PHS2M51C,HundredGigE0/0/1/0,C257_RAC_PHS2M51C-RAC_PRS2M51C,10.64.96.15,HundredGigE0/0/1/1,C257_RAC_PHS2M51C-RAC_PSS3M51C,10.64.96.16,Full-Chain,RAG_BPL202C_9K,RAG_XYTR01C_9K
21,BKK,C257,2,Access,RAC_PSS3M51C,HundredGigE0/0/1/0,C257_RAC_PSS3M51C-RAC_PHS2M51C,10.64.96.17,HundredGigE0/0/1/1,C257_RAC_PSS3M51C-RAC_BP59M51C,10.64.96.18,Full-Chain,RAG_BPL202C_9K,RAG_XYTR01C_9K
22,BKK,C257,2,Access,RAC_BP59M51C,HundredGigE0/0/1/0,C257_RAC_BP59M51C-RAC_PSS3M51C,10.64.96.19,HundredGigE0/0/1/1,C257_RAC_BP59M51C-RAG_XYTR01C_UPE2,10.64.96.20,Full-Chain,RAG_BPL202C_9K,RAG_XYTR01C_9K
23,BKK,C257,2,Aggegrate,RAG_XYTR01C_9K,HundredGigE0/5/0/3,C257_RAG_XYTR01C_UPE2-RAC_BP59M51C_all_wan_down,10.64.96.21,,,,Full-Chain,RAG_BPL202C_9K,RAG_XYTR01C_9K
24,BKK,C346,3,Aggegrate,RAG_XPRV01C_9K,,,,HundredGigE0/6/0/4,C346_RAG_XPRV01C_UPE1-RAC_NPPUM51C_all_wan_down,10.64.107.32,Full-Chain,RAG_XPRV01C_9K,RAG_XYTP01C_9K
25,BKK,C346,3,Access,RAC_NPPUM51C,HundredGigE0/0/1/0,C346_RAC_NPPUM51C-RAG_XPRV01C_UPE1,10.64.107.33,HundredGigE0/0/1/1,C346_RAC_NPPUM51C-RAC_MCD3M51C,10.64.107.34,Full-Chain,RAG_XPRV01C_9K,RAG_XYTP01C_9K
26,BKK,C346,3,Access,RAC_MCD3M51C,HundredGigE0/0/1/0,C346_RAC_MCD3M51C-RAC_NPPUM51C,10.64.107.35,HundredGigE0/0/1/1,C346_RAC_MCD3M51C-RAC_SKT5M51C,10.64.107.36,Full-Chain,RAG_XPRV01C_9K,RAG_XYTP01C_9K
27,BKK,C346,3,Access,RAC_SKT5M51C,HundredGigE0/0/1/0,C346_RAC_SKT5M51C-RAC_MCD3M51C,10.64.107.37,HundredGigE0/0/1/1,C346_RAC_SKT5M51C-RAC_MSK2M51C,10.64.107.38,Full-Chain,RAG_XPRV01C_9K,RAG_XYTP01C_9K
28,BKK,C346,3,Access,RAC_MSK2M51C,HundredGigE0/0/1/0,C346_RAC_MSK2M51C-RAC_SKT5M51C,10.64.107.39,HundredGigE0/0/1/1,C346_RAC_MSK2M51C-RAC_MS38M51C,10.64.107.40,Full-Chain,RAG_XPRV01C_9K,RAG_XYTP01C_9K
29,BKK,C346,3,Access,RAC_MS38M51C,HundredGigE0/0/1/0,C346_RAC_MS38M51C-RAC_MSK2M51C,10.64.107.41,HundredGigE0/0/1/1,C346_RAC_MS38M51C-RAC_ACTNM51C,10.64.107.42,Full-Chain,RAG_XPRV01C_9K,RAG_XYTP01C_9K
30,BKK,C346,3,Access,RAC_ACTNM51C,HundredGigE0/0/1/0,C346_RAC_ACTNM51C-RAC_MS38M51C,10.64.107.43,HundredGigE0/0/1/1,C346_RAC_ACTNM51C-RAC_RPPTM51C,10.64.107.44,Full-Chain,RAG_XPRV01C_9K,RAG_XYTP01C_9K
31,BKK,C346,3,Access,RAC_RPPTM51C,HundredGigE0/0/1/0,C346_RAC_RPPTM51C-RAC_ACTNM51C,10.64.107.45,HundredGigE0/0/1/1,C346_RAC_RPPTM51C-RAC_CHVLM51C,10.64.107.46,Full-Chain,RAG_XPRV01C_9K,RAG_XYTP01C_9K
32,BKK,C346,3,Access,RAC_CHVLM51C,HundredGigE0/0/1/0,C346_RAC_CHVLM51C-RAC_RPPTM51C,10.64.107.47,HundredGigE0/0/1/1,C346_RAC_CHVLM51C-RAC_WPRGM51C,10.64.107.48,Full-Chain,RAG_XPRV01C_9K,RAG_XYTP01C_9K
33,BKK,C346,3,Access,RAC_WPRGM51C,HundredGigE0/0/1/0,C346_RAC_WPRGM51C-RAC_CHVLM51C,10.64.107.49,HundredGigE0/0/1/1,C346_RAC_WPRGM51C-RAC_IP29M51C,10.64.107.50,Full-Chain,RAG_XPRV01C_9K,RAG_XYTP01C_9K
34,BKK,C346,3,Access,RAC_IP29M51C,HundredGigE0/0/1/0,C346_RAC_IP29M51C-RAC_WPRGM51C,10.64.107.51,HundredGigE0/0/1/1,C346_RAC_IP29M51C-RAG_XYTP01C_UPE2,10.64.107.52,Full-Chain,RAG_XPRV01C_9K,RAG_XYTP01C_9K
35,BKK,C346,3,Aggegrate,RAG_XYTP01C_9K,HundredGigE0/5/0/8,C346_RAG_XYTP01C_UPE2-RAC_IP29M51C_all_wan_down,10.64.107.53,,,,Full-Chain,RAG_XPRV01C_9K,RAG_XYTP01C_9K
36,BKK,C028,4,Aggegrate,RAG_XYTS01C_9K,,,,HundredGigE0/5/0/11,C028_RAG_XYTS01C_UPE1-RAC_RBSMP51C_all_wan_down,10.64.67.96,Full-Chain,RAG_XYTS01C_9K,RAG_XYTR01C_9K
37,BKK,C028,4,Access,RAC_RBSMP51C,HundredGigE0/0/1/0,C028_RAC_RBSMP51C-RAG_XYTS01C_UPE1,10.64.67.97,HundredGigE0/0/1/1,C028_RAC_RBSMP51C-RAC_TB37M51C,10.64.67.98,Full-Chain,RAG_XYTS01C_9K,RAG_XYTR01C_9K
38,BKK,C028,4,Access,RAC_TB37M51C,HundredGigE0/0/1/0,C028_RAC_TB37M51C-RAC_RBSMP51C,10.64.67.99,HundredGigE0/0/1/1,C028_RAC_TB37M51C-RAC_T20UM51C,10.64.67.100,Full-Chain,RAG_XYTS01C_9K,RAG_XYTR01C_9K
39,BKK,C028,4,Access,RAC_T20UM51C,HundredGigE0/0/1/0,C028_RAC_T20UM51C-RAC_TB37M51C,10.64.67.101,HundredGigE0/0/1/1,C028_RAC_T20UM51C-RAC_PRS4M51C,10.64.67.102,Full-Chain,RAG_XYTS01C_9K,RAG_XYTR01C_9K
40,BKK,C028,4,Access,RAC_PRS4M51C,HundredGigE0/0/1/0,C028_RAC_PRS4M51C-RAC_T20UM51C,10.64.67.103,HundredGigE0/0/1/1,C028_RAC_PRS4M51C-RAC_TBBPM51C,10.64.67.104,Full-Chain,RAG_XYTS01C_9K,RAG_XYTR01C_9K
41,BKK,C028,4,Access,RAC_TBBPM51C,HundredGigE0/0/1/0,C028_RAC_TBBPM51C-RAC_PRS4M51C,10.64.67.105,HundredGigE0/0/1/1,C028_RAC_TBBPM51C-RAC_PS11M51C,10.64.67.106,Full-Chain,RAG_XYTS01C_9K,RAG_XYTR01C_9K
42,BKK,C028,4,Access,RAC_PS11M51C,HundredGigE0/0/1/0,C028_RAC_PS11M51C-RAC_TBBPM51C,10.64.67.107,HundredGigE0/0/1/1,C028_RAC_PS11M51C-RAC_VNBDM51C,10.64.67.108,Full-Chain,RAG_XYTS01C_9K,RAG_XYTR01C_9K
43,BKK,C028,4,Access,RAC_VNBDM51C,HundredGigE0/0/1/0,C028_RAC_VNBDM51C-RAC_PS11M51C,10.64.67.109,HundredGigE0/0/1/1,C028_RAC_VNBDM51C-RAC_PKSAM51C,10.64.67.110,Full-Chain,RAG_XYTS01C_9K,RAG_XYTR01C_9K
44,BKK,C028,4,Access,RAC_PKSAM51C,HundredGigE0/0/1/0,C028_RAC_PKSAM51C-RAC_VNBDM51C,10.64.67.111,HundredGigE0/0/1/1,C028_RAC_PKSAM51C-RAC_MPS2M51C,10.64.67.112,Full-Chain,RAG_XYTS01C_9K,RAG_XYTR01C_9K
45,BKK,C028,4,Access,RAC_MPS2M51C,HundredGigE0/0/1/0,C028_RAC_MPS2M51C-RAC_PKSAM51C,10.64.67.113,HundredGigE0/0/1/1,C028_RAC_MPS2M51C-RAC_LTBOP51C,10.64.67.114,Full-Chain,RAG_XYTS01C_9K,RAG_XYTR01C_9K
46,BKK,C028,4,Access,RAC_LTBOP51C,HundredGigE0/0/1/0,C028_RAC_LTBOP51C-RAC_MPS2M51C,10.64.67.115,HundredGigE0/0/1/1,C028_RAC_LTBOP51C-RAG_XYTR01C_UPE2,10.64.67.116,Full-Chain,RAG_XYTS01C_9K,RAG_XYTR01C_9K
47,BKK,C028,4,Aggegrate,RAG_XYTR01C_9K,HundredGigE0/5/0/4,C028_RAG_XYTR01C_UPE2-RAC_LTBOP51C_all_wan_down,10.64.67.117,,,,Full-Chain,RAG_XYTS01C_9K,RAG_XYTR01C_9K
48,BKK,C196,5,Aggegrate,RAG_XWS201C_9K,,,,HundredGigE0/5/0/0,C196_RAG_XWS201C_UPE1-RAC_TLC1M51C_all_wan_down,10.64.88.96,Full-Chain,RAG_XWS201C_9K,RAG_XYBP01C_9K
49,BKK,C196,5,Access,RAC_TLC1M51C,HundredGigE0/0/1/0,C196_RAC_TLC1M51C-RAG_XWS201C_UPE1,10.64.88.97,HundredGigE0/0/1/1,C196_RAC_TLC1M51C-RAC_MNTNM51C,10.64.88.98,Full-Chain,RAG_XWS201C_9K,RAG_XYBP01C_9K
50,BKK,C196,5,Access,RAC_MNTNM51C,HundredGigE0/0/1/0,C196_RAC_MNTNM51C-RAC_TLC1M51C,10.64.88.99,HundredGigE0/0/1/1,C196_RAC_MNTNM51C-RAC_P316M51C,10.64.88.100,Full-Chain,RAG_XWS201C_9K,RAG_XYBP01C_9K
51,BKK,C196,5,Access,RAC_P316M51C,HundredGigE0/0/1/0,C196_RAC_P316M51C-RAC_MNTNM51C,10.64.88.101,HundredGigE0/0/1/1,C196_RAC_P316M51C-RAC_MPP2M51C,10.64.88.102,Full-Chain,RAG_XWS201C_9K,RAG_XYBP01C_9K
52,BKK,C196,5,Access,RAC_MPP2M51C,HundredGigE0/0/1/0,C196_RAC_MPP2M51C-RAC_P316M51C,10.64.88.103,HundredGigE0/0/1/1,C196_RAC_MPP2M51C-RAC_FL2FM51C,10.64.88.104,Full-Chain,RAG_XWS201C_9K,RAG_XYBP01C_9K
53,BKK,C196,5,Access,RAC_FL2FM51C,HundredGigE0/0/1/0,C196_RAC_FL2FM51C-RAC_MPP2M51C,10.64.88.105,HundredGigE0/0/1/1,C196_RAC_FL2FM51C-RAC_STHCM51C,10.64.88.106,Full-Chain,RAG_XWS201C_9K,RAG_XYBP01C_9K
54,BKK,C196,5,Access,RAC_STHCM51C,HundredGigE0/0/1/0,C196_RAC_STHCM51C-RAC_FL2FM51C,10.64.88.107,HundredGigE0/0/1/1,C196_RAC_STHCM51C-RAC_LPPBB51C,10.64.88.108,Full-Chain,RAG_XWS201C_9K,RAG_XYBP01C_9K
55,BKK,C196,5,Access,RAC_LPPBB51C,HundredGigE0/0/1/0,C196_RAC_LPPBB51C-RAC_STHCM51C,10.64.88.109,HundredGigE0/0/1/1,C196_RAC_LPPBB51C-RAC_RYCHM51C,10.64.88.110,Full-Chain,RAG_XWS201C_9K,RAG_XYBP01C_9K
56,BKK,C196,5,Access,RAC_RYCHM51C,HundredGigE0/0/1/0,C196_RAC_RYCHM51C-RAC_LPPBB51C,10.64.88.111,HundredGigE0/0/1/1,C196_RAC_RYCHM51C-RAC_C573M51C,10.64.88.112,Full-Chain,RAG_XWS201C_9K,RAG_XYBP01C_9K
57,BKK,C196,5,Access,RAC_C573M51C,HundredGigE0/0/1/0,C196_RAC_C573M51C-RAC_RYCHM51C,10.64.88.113,HundredGigE0/0/1/1,C196_RAC_C573M51C-RAC_CS57M51C,10.64.88.114,Full-Chain,RAG_XWS201C_9K,RAG_XYBP01C_9K
58,BKK,C196,5,Access,RAC_CS57M51C,HundredGigE0/0/1/0,C196_RAC_CS57M51C-RAC_C573M51C,10.64.88.115,HundredGigE0/0/1/1,C196_RAC_CS57M51C-RAG_XYBP01C_UPE2,10.64.88.116,Full-Chain,RAG_XWS201C_9K,RAG_XYBP01C_9K
59,BKK,C196,5,Aggegrate,RAG_XYBP01C_9K,HundredGigE0/5/0/4,C196_RAG_XYBP01C_UPE2-RAC_CS57M51C_all_wan_down,10.64.88.117,,,,Full-Chain,RAG_XWS201C_9K,RAG_XYBP01C_9K
60,BKK,C387,6,Aggegrate,RAG_XLKS01C_9K,,,,HundredGigE0/5/0/0,C387_RAG_XLKS01C_UPE1-RAC_TADCM51C_all_wan_down,10.64.112.64,Full-Chain,RAG_XLKS01C_9K,RAG_XYLK01C_9K
61,BKK,C387,6,Access,RAC_TADCM51C,HundredGigE0/0/1/0,C387_RAC_TADCM51C-RAG_XLKS01C_UPE1,10.64.112.65,HundredGigE0/0/1/1,C387_RAC_TADCM51C-RAC_DSR1M51C,10.64.112.66,Full-Chain,RAG_XLKS01C_9K,RAG_XYLK01C_9K
62,BKK,C387,6,Access,RAC_DSR1M51C,HundredGigE0/0/1/0,C387_RAC_DSR1M51C-RAC_TADCM51C,10.64.112.67,HundredGigE0/0/1/1,C387_RAC_DSR1M51C-RAC_P207M51C,10.64.112.68,Full-Chain,RAG_XLKS01C_9K,RAG_XYLK01C_9K
63,BKK,C387,6,Access,RAC_P207M51C,HundredGigE0/0/1/0,C387_RAC_P207M51C-RAC_DSR1M51C,10.64.112.69,HundredGigE0/0/1/1,C387_RAC_P207M51C-RAC_R652M51C,10.64.112.70,Full-Chain,RAG_XLKS01C_9K,RAG_XYLK01C_9K
64,BKK,C387,6,Access,RAC_R652M51C,HundredGigE0/0/1/0,C387_RAC_R652M51C-RAC_P207M51C,10.64.112.71,HundredGigE0/0/1/1,C387_RAC_R652M51C-RAC_KUBNM51C,10.64.112.72,Full-Chain,RAG_XLKS01C_9K,RAG_XYLK01C_9K
65,BKK,C387,6,Access,RAC_KUBNM51C,HundredGigE0/0/1/0,C387_RAC_KUBNM51C-RAC_R652M51C,10.64.112.73,HundredGigE0/0/1/1,C387_RAC_KUBNM51C-RAC_STS2M51C,10.64.112.74,Full-Chain,RAG_XLKS01C_9K,RAG_XYLK01C_9K
66,BKK,C387,6,Access,RAC_STS2M51C,HundredGigE0/0/1/0,C387_RAC_STS2M51C-RAC_KUBNM51C,10.64.112.75,HundredGigE0/0/1/1,C387_RAC_STS2M51C-RAC_WKBNM51C,10.64.112.76,Full-Chain,RAG_XLKS01C_9K,RAG_XYLK01C_9K
67,BKK,C387,6,Access,RAC_WKBNM51C,HundredGigE0/0/1/0,C387_RAC_WKBNM51C-RAC_STS2M51C,10.64.112.77,HundredGigE0/0/1/1,C387_RAC_WKBNM51C-RAC_RT91M51C,10.64.112.78,Full-Chain,RAG_XLKS01C_9K,RAG_XYLK01C_9K
68,BKK,C387,6,Access,RAC_RT91M51C,HundredGigE0/0/1/0,C387_RAC_RT91M51C-RAC_WKBNM51C,10.64.112.79,HundredGigE0/0/1/1,C387_RAC_RT91M51C-RAC_KJN5M51C,10.64.112.80,Full-Chain,RAG_XLKS01C_9K,RAG_XYLK01C_9K
69,BKK,C387,6,Access,RAC_KJN5M51C,HundredGigE0/0/1/0,C387_RAC_KJN5M51C-RAC_RT91M51C,10.64.112.81,HundredGigE0/0/1/1,C387_RAC_KJN5M51C-RAC_SFR4A51C,10.64.112.82,Full-Chain,RAG_XLKS01C_9K,RAG_XYLK01C_9K
70,BKK,C387,6,Access,RAC_SFR4A51C,HundredGigE0/0/1/0,C387_RAC_SFR4A51C-RAC_KJN5M51C,10.64.112.83,HundredGigE0/0/1/1,C387_RAC_SFR4A51C-RAG_XYLK01C_UPE2,10.64.112.84,Full-Chain,RAG_XLKS01C_9K,RAG_XYLK01C_9K
71,BKK,C387,6,Aggegrate,RAG_XYLK01C_9K,HundredGigE0/5/0/6,C387_RAG_XYLK01C_UPE2-RAC_SFR4A51C_all_wan_down,10.64.112.85,,,,Full-Chain,RAG_XLKS01C_9K,RAG_XYLK01C_9K
72,BKK,C233,7,Aggegrate,RAG_XTRS01C_9K,,,,HundredGigE0/6/0/1,C233_RAG_XTRS01C_UPE1-RAC_TSMMM51C_all_wan_down,10.64.93.0,Full-Chain,RAG_XTRS01C_9K,RAG_CWDC02C_9K
73,BKK,C233,7,Access,RAC_TSMMM51C,HundredGigE0/0/1/0,C233_RAC_TSMMM51C-RAG_XTRS01C_UPE1,10.64.93.1,HundredGigE0/0/1/1,C233_RAC_TSMMM51C-RAC_PTNVM51C,10.64.93.2,Full-Chain,RAG_XTRS01C_9K,RAG_CWDC02C_9K
74,BKK,C233,7,Access,RAC_PTNVM51C,HundredGigE0/0/1/0,C233_RAC_PTNVM51C-RAC_TSMMM51C,10.64.93.3,HundredGigE0/0/1/1,C233_RAC_PTNVM51C-RAC_CFRSP51C,10.64.93.4,Full-Chain,RAG_XTRS01C_9K,RAG_CWDC02C_9K
75,BKK,C233,7,Access,RAC_CFRSP51C,HundredGigE0/0/1/0,C233_RAC_CFRSP51C-RAC_PTNVM51C,10.64.93.5,HundredGigE0/0/1/1,C233_RAC_CFRSP51C-RAC_PPPVM51C,10.64.93.6,Full-Chain,RAG_XTRS01C_9K,RAG_CWDC02C_9K
76,BKK,C233,7,Access,RAC_PPPVM51C,HundredGigE0/0/1/0,C233_RAC_PPPVM51C-RAC_CFRSP51C,10.64.93.7,HundredGigE0/0/1/1,C233_RAC_PPPVM51C-RAC_AMAPP51C,10.64.93.8,Full-Chain,RAG_XTRS01C_9K,RAG_CWDC02C_9K
77,BKK,C233,7,Access,RAC_AMAPP51C,HundredGigE0/0/1/0,C233_RAC_AMAPP51C-RAC_PPPVM51C,10.64.93.9,HundredGigE0/0/1/1,C233_RAC_AMAPP51C-RAC_TLDMM51C,10.64.93.10,Full-Chain,RAG_XTRS01C_9K,RAG_CWDC02C_9K
78,BKK,C233,7,Access,RAC_TLDMM51C,HundredGigE0/0/1/0,C233_RAC_TLDMM51C-RAC_AMAPP51C,10.64.93.11,HundredGigE0/0/1/1,C233_RAC_TLDMM51C-RAC_SIK1M51C,10.64.93.12,Full-Chain,RAG_XTRS01C_9K,RAG_CWDC02C_9K
79,BKK,C233,7,Access,RAC_SIK1M51C,HundredGigE0/0/1/0,C233_RAC_SIK1M51C-RAC_TLDMM51C,10.64.93.13,HundredGigE0/0/1/1,C233_RAC_SIK1M51C-RAC_NTNNM51C,10.64.93.14,Full-Chain,RAG_XTRS01C_9K,RAG_CWDC02C_9K
80,BKK,C233,7,Access,RAC_NTNNM51C,HundredGigE0/0/1/0,C233_RAC_NTNNM51C-RAC_SIK1M51C,10.64.93.15,HundredGigE0/0/1/1,C233_RAC_NTNNM51C-RAC_PHT1M51C,10.64.93.16,Full-Chain,RAG_XTRS01C_9K,RAG_CWDC02C_9K
81,BKK,C233,7,Access,RAC_PHT1M51C,HundredGigE0/0/1/0,C233_RAC_PHT1M51C-RAC_NTNNM51C,10.64.93.17,HundredGigE0/0/1/1,C233_RAC_PHT1M51C-RAC_BCWTP51C,10.64.93.18,Full-Chain,RAG_XTRS01C_9K,RAG_CWDC02C_9K
82,BKK,C233,7,Access,RAC_BCWTP51C,HundredGigE0/0/1/0,C233_RAC_BCWTP51C-RAC_PHT1M51C,10.64.93.19,HundredGigE0/0/1/1,C233_RAC_BCWTP51C-RAG_CWDC02C_UPE2,10.64.93.20,Full-Chain,RAG_XTRS01C_9K,RAG_CWDC02C_9K
83,BKK,C233,7,Aggegrate,RAG_CWDC02C_9K,HundredGigE0/6/0/3,C233_RAG_CWDC02C_UPE2-RAC_BCWTP51C_all_wan_down,10.64.93.21,,,,Full-Chain,RAG_XTRS01C_9K,RAG_CWDC02C_9K
84,BKK,C084,8,Aggegrate,RAG_XYTP01C_9K,,,,HundredGigE0/5/0/0,C084_RAG_XYTP01C_UPE1-RAC_PYT3P51C_all_wan_down,10.64.74.96,Full-Chain,RAG_XYTP01C_9K,RAG_XYBK01C_9K
85,BKK,C084,8,Access,RAC_PYT3P51C,HundredGigE0/0/1/0,C084_RAC_PYT3P51C-RAG_XYTP01C_UPE1,10.64.74.97,HundredGigE0/0/1/1,C084_RAC_PYT3P51C-RAC_TT40M51C,10.64.74.98,Full-Chain,RAG_XYTP01C_9K,RAG_XYBK01C_9K
86,BKK,C084,8,Access,RAC_TT40M51C,HundredGigE0/0/1/0,C084_RAC_TT40M51C-RAC_PYT3P51C,10.64.74.99,HundredGigE0/0/1/1,C084_RAC_TT40M51C-RAC_TT26M51C,10.64.74.100,Full-Chain,RAG_XYTP01C_9K,RAG_XYBK01C_9K
87,BKK,C084,8,Access,RAC_TT26M51C,HundredGigE0/0/1/0,C084_RAC_TT26M51C-RAC_TT40M51C,10.64.74.101,HundredGigE0/0/1/1,C084_RAC_TT26M51C-RAC_RDTPM51C,10.64.74.102,Full-Chain,RAG_XYTP01C_9K,RAG_XYBK01C_9K
88,BKK,C084,8,Access,RAC_RDTPM51C,HundredGigE0/0/1/0,C084_RAC_RDTPM51C-RAC_TT26M51C,10.64.74.103,HundredGigE0/0/1/1,C084_RAC_RDTPM51C-RAC_TMTPP51C,10.64.74.104,Full-Chain,RAG_XYTP01C_9K,RAG_XYBK01C_9K
89,BKK,C084,8,Access,RAC_TMTPP51C,HundredGigE0/0/1/0,C084_RAC_TMTPP51C-RAC_RDTPM51C,10.64.74.105,HundredGigE0/0/1/1,C084_RAC_TMTPP51C-RAC_TT33M51C,10.64.74.106,Full-Chain,RAG_XYTP01C_9K,RAG_XYBK01C_9K
